Year,LocationAbbr,LocationDesc,Category,Indicator,Response,Datasource,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,High_Confidence_Interval,Low_Confidence_Interval,SampleSize,Break_Out,LocationID,GeoLocation,SortUSFirst,Break_Out_Category,Break_Out_ID,SortBreakOutID,IndicatorID
2018,MS,Mississippi,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,57,,,61.4,52.6,425,35-44,28,"(32.745510099, -89.538030825)",2,Age,3AGE,6,ADT1_1
2018,RI,Rhode Island,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.9,,,68.5,57.3,301,25-34,44,"(41.708280193, -71.522470314)",2,Age,2AGE,5,ADT1_1
2018,GA,Georgia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.1,,,66,60.2,969,45-54,13,"(32.839681093, -83.627580346)",2,Age,4AGE,7,ADT1_1
2018,NJ,New Jersey,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,79,,,83.7,74.3,463,55-64,34,"(40.130570048, -74.273691288)",2,Age,5AGE,8,ADT1_1
2018,PA,Pennsylvania,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72.1,,,77.5,66.7,336,18-24,42,"(40.793730152, -77.860700294)",2,Age,1AGE,4,ADT1_1
2018,OK,Oklahoma,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,64.1,,,70.6,57.6,174,18-24,40,"(35.472031356, -97.521070214)",2,Age,1AGE,4,ADT1_1
2018,IA,Iowa,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,73.6,,,75.8,71.4,1371,55-64,19,"(42.469400913, -93.816490556)",2,Age,5AGE,8,ADT1_1
2018,NV,Nevada,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,64.7,,,67.2,62.2,2080,,32,"(39.49324039, -117.071840564)",2,None,,1,ADT1_1
2018,MA,Massachusetts,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,76.3,,,79.4,73.2,1046,55-64,25,"(42.27687047, -72.082690675)",2,Age,5AGE,8,ADT1_1
2018,AR,Arkansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,54.8,,,60.4,49.2,253,35-44,5,"(34.748650124, -92.274490743)",2,Age,3AGE,6,ADT1_1
2018,PA,Pennsylvania,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65,,,69.2,60.8,523,25-34,42,"(40.793730152, -77.860700294)",2,Age,2AGE,5,ADT1_1
2018,MD,Maryland,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.3,,,70.5,66.1,2730,55-64,24,"(39.290580964, -76.609260111)",2,Age,5AGE,8,ADT1_1
2018,NH,New Hampshire,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.3,,,70.4,60.2,344,35-44,33,"(43.655950113, -71.50036092)",2,Age,3AGE,6,ADT1_1
2018,SC,South Carolina,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.8,,,63.1,60.5,6910,,45,"(33.998821303, -81.045371207)",2,None,,1,ADT1_1
2018,CO,Colorado,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,57.6,,,60.9,54.3,603,25-34,8,"(38.843840757, -106.133610921)",2,Age,2AGE,5,ADT1_1
2018,RI,Rhode Island,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72.5,,,75,70,1518,65+,44,"(41.708280193, -71.522470314)",2,Age,6AGE,9,ADT1_1
2018,TX,Texas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.1,,,62.7,53.5,794,25-34,48,"(31.827240407, -99.426770206)",2,Age,2AGE,5,ADT1_1
2018,MO,Missouri,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.9,,,68.8,59,367,35-44,29,"(38.635790776, -92.566300053)",2,Age,3AGE,6,ADT1_1
2018,SC,South Carolina,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61,,,63.7,58.3,1356,55-64,45,"(33.998821303, -81.045371207)",2,Age,5AGE,8,ADT1_1
2018,GU,Guam,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.8,,,68.4,53.2,216,45-54,66,"(13.444304, 164.793731)",2,Age,4AGE,7,ADT1_1
2018,UT,Utah,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,75.1,,,77.3,72.9,1931,65+,49,"(39.360700171, -111.587130635)",2,Age,6AGE,9,ADT1_1
2018,WI,Wisconsin,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.2,,,72.9,69.5,3622,,55,"(44.393191174, -89.816370742)",2,None,,1,ADT1_1
2018,OR,Oregon,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.6,,,73,62.2,277,18-24,41,"(44.567449424, -120.155031326)",2,Age,1AGE,4,ADT1_1
2018,MD,Maryland,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.8,,,68,65.6,12351,,24,"(39.290580964, -76.609260111)",2,None,,1,ADT1_1
2018,OH,Ohio,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,64,,,67.7,60.3,736,25-34,39,"(40.060210141, -82.404260056)",2,Age,2AGE,5,ADT1_1
2018,VA,Virginia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.4,,,66.1,58.7,677,25-34,51,"(37.542680674, -78.457890463)",2,Age,2AGE,5,ADT1_1
2018,US,United States,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.5,,,66.8,66.2,296047,,US,,2,None,,1,ADT1_1
2018,OR,Oregon,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.2,,,73.8,66.6,756,55-64,41,"(44.567449424, -120.155031326)",2,Age,5AGE,8,ADT1_1
2018,NC,North Carolina,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.5,,,71.5,63.5,549,55-64,37,"(35.466220975, -79.159250463)",2,Age,5AGE,8,ADT1_1
2018,IN,Indiana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.1,,,67.9,62.3,1078,55-64,18,"(39.766910452, -86.149960194)",2,Age,5AGE,8,ADT1_1
2018,AL,Alabama,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,56.5,,,61.4,51.6,351,25-34,1,"(32.840571122, -86.631860762)",2,Age,2AGE,5,ADT1_1
2018,MO,Missouri,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.2,,,66.5,57.9,502,45-54,29,"(38.635790776, -92.566300053)",2,Age,4AGE,7,ADT1_1
2018,WA,Washington,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72.1,,,73.8,70.4,3688,65+,53,"(47.522278629, -120.47001079)",2,Age,6AGE,9,ADT1_1
2018,NY,New York,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72.3,,,74.3,70.3,5365,55-64,36,"(42.827001032, -75.543970427)",2,Age,5AGE,8,ADT1_1
2018,AR,Arkansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,52.2,,,56.9,47.5,370,45-54,5,"(34.748650124, -92.274490743)",2,Age,4AGE,7,ADT1_1
2018,HI,Hawaii,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,75.3,,,76.6,74,5851,,15,"(21.304850435, -157.857749403)",2,None,,1,ADT1_1
2018,AK,Alaska,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69.3,,,71.9,66.7,1882,,2,"(64.845079957001, -147.722059036)",2,None,,1,ADT1_1
2018,US,United States,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.1,,,68.8,67.4,46141,45-54,US,,2,Age,4AGE,7,ADT1_1
2018,DE,Delaware,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69.2,,,73.2,65.2,532,45-54,10,"(39.008830667, -75.577741168)",2,Age,4AGE,7,ADT1_1
2018,AZ,Arizona,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.1,,,62.9,53.3,506,35-44,4,"(34.86597028, -111.763811277)",2,Age,3AGE,6,ADT1_1
2018,US,United States,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.3,,,69,67.6,62107,55-64,US,,2,Age,5AGE,8,ADT1_1
2018,NM,New Mexico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.2,,,73.8,62.6,273,18-24,35,"(34.520880952, -106.240580985)",2,Age,1AGE,4,ADT1_1
2018,SD,South Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,73.3,,,77.3,69.3,1060,55-64,46,"(44.353130053, -100.373530637)",2,Age,5AGE,8,ADT1_1
2018,IL,Illinois,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68,,,72,64,488,35-44,17,"(40.485010283, -88.997710178)",2,Age,3AGE,6,ADT1_1
2018,LA,Louisiana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.7,,,68.7,56.7,232,18-24,22,"(31.312660644, -92.445680071)",2,Age,1AGE,4,ADT1_1
2018,MI,Michigan,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,73.7,,,76,71.4,1577,55-64,26,"(44.661319543001, -84.71439027)",2,Age,5AGE,8,ADT1_1
2018,UT,Utah,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72.8,,,76,69.6,745,18-24,49,"(39.360700171, -111.587130635)",2,Age,1AGE,4,ADT1_1
2018,PA,Pennsylvania,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67,,,70.1,63.9,1236,65+,42,"(40.793730152, -77.860700294)",2,Age,6AGE,9,ADT1_1
2018,KS,Kansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.1,,,69.4,64.8,1511,55-64,20,"(38.3477403, -98.200781227)",2,Age,5AGE,8,ADT1_1
2018,NE,Nebraska,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69.1,,,72,66.2,1223,35-44,31,"(41.641040988001, -99.365720623)",2,Age,3AGE,6,ADT1_1
2018,NE,Nebraska,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.6,,,73.9,69.3,2058,55-64,31,"(41.641040988001, -99.365720623)",2,Age,5AGE,8,ADT1_1
2018,VA,Virginia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72.9,,,74.9,70.9,2524,65+,51,"(37.542680674, -78.457890463)",2,Age,6AGE,9,ADT1_1
2018,NM,New Mexico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.8,,,66.5,57.1,449,25-34,35,"(34.520880952, -106.240580985)",2,Age,2AGE,5,ADT1_1
2018,WI,Wisconsin,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67,,,71.9,62.1,349,25-34,55,"(44.393191174, -89.816370742)",2,Age,2AGE,5,ADT1_1
2018,SD,South Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68,,,70.1,65.9,4879,,46,"(44.353130053, -100.373530637)",2,None,,1,ADT1_1
2018,RI,Rhode Island,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72.3,,,74,70.6,4149,,44,"(41.708280193, -71.522470314)",2,None,,1,ADT1_1
2018,FL,Florida,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.5,,,67.7,59.3,929,35-44,12,"(28.932040377, -81.928960539)",2,Age,3AGE,6,ADT1_1
2018,WY,Wyoming,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.7,,,78.2,65.2,147,18-24,56,"(43.235541343, -108.109830353)",2,Age,1AGE,4,ADT1_1
2018,CO,Colorado,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.6,,,68.8,66.4,6229,,8,"(38.843840757, -106.133610921)",2,None,,1,ADT1_1
2018,OH,Ohio,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.7,,,69.8,63.6,1273,45-54,39,"(40.060210141, -82.404260056)",2,Age,4AGE,7,ADT1_1
2018,WY,Wyoming,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69.7,,,72.2,67.2,1340,65+,56,"(43.235541343, -108.109830353)",2,Age,6AGE,9,ADT1_1
2018,ME,Maine,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,56.2,,,61.2,51.2,392,25-34,23,"(45.254228894001, -68.985031336)",2,Age,2AGE,5,ADT1_1
2018,DE,Delaware,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.5,,,64,53,285,25-34,10,"(39.008830667, -75.577741168)",2,Age,2AGE,5,ADT1_1
2018,ME,Maine,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.3,,,66.8,63.8,7238,,23,"(45.254228894001, -68.985031336)",2,None,,1,ADT1_1
2018,VT,Vermont,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.2,,,70.8,65.6,1773,65+,50,"(43.625381239, -72.517640791)",2,Age,6AGE,9,ADT1_1
2018,AK,Alaska,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.7,,,66.4,57,568,65+,2,"(64.845079957001, -147.722059036)",2,Age,6AGE,9,ADT1_1
2018,TN,Tennessee,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.3,,,61.6,55,996,65+,47,"(35.68094058, -85.774490914)",2,Age,6AGE,9,ADT1_1
2018,CO,Colorado,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.1,,,73.5,68.7,1300,55-64,8,"(38.843840757, -106.133610921)",2,Age,5AGE,8,ADT1_1
