Year,LocationAbbr,LocationDesc,Category,Indicator,Response,Datasource,Data_Value_Unit,Data_Value_Type,Data_Value,High_Confidence_Interval,Low_Confidence_Interval,SampleSize,Break_Out,LocationID,GeoLocation,SortUSFirst,Break_Out_Category,Break_Out_ID,SortBreakOutID,IndicatorID
2018,RI,Rhode Island,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.3,72.7,59.9,274,"$25,000-$34,999",44,"(41.708280193, -71.522470314)",2,Income,3INCOME,17,ADT1_1
2018,IN,Indiana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,49.2,53.4,45,490,"$15,000-$24,999",18,"(39.766910452, -86.149960194)",2,Income,2INCOME,16,ADT1_1
2018,IA,Iowa,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,54.6,58,51.2,598,"$15,000-$24,999",19,"(42.469400913, -93.816490556)",2,Income,2INCOME,16,ADT1_1
2018,NM,New Mexico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.1,71.2,61,491,"$35,000-$49,999",35,"(34.520880952, -106.240580985)",2,Income,4INCOME,18,ADT1_1
2018,IL,Illinois,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,55.7,60.1,51.3,387,"$15,000-$24,999",17,"(40.485010283, -88.997710178)",2,Income,2INCOME,16,ADT1_1
2018,SD,South Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,52.8,59.8,45.8,404,"$15,000-$24,999",46,"(44.353130053, -100.373530637)",2,Income,2INCOME,16,ADT1_1
2018,ID,Idaho,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,51.2,57.1,45.3,279,"$15,000-$24,999",16,"(43.682630005, -116.363730042)",2,Income,2INCOME,16,ADT1_1
2018,US,United States,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,57.3,58.4,56.2,22484,"$25,000-$34,999",US,,2,Income,3INCOME,17,ADT1_1
2018,AR,Arkansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61,66.5,55.5,446,"$35,000-$49,999",5,"(34.748650124, -92.274490743)",2,Income,4INCOME,18,ADT1_1
2018,NH,New Hampshire,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,57.5,63.3,51.7,424,"$35,000-$49,999",33,"(43.655950113, -71.50036092)",2,Income,4INCOME,18,ADT1_1
2018,MS,Mississippi,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,36.3,41.1,31.5,265,"Less than $15,000",28,"(32.745510099, -89.538030825)",2,Income,1INCOME,15,ADT1_1
2018,OH,Ohio,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,51.3,54.9,47.7,1037,"$15,000-$24,999",39,"(40.060210141, -82.404260056)",2,Income,2INCOME,16,ADT1_1
2018,NV,Nevada,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,79.7,82.9,76.5,1046,"$50,000+",32,"(39.49324039, -117.071840564)",2,Income,5INCOME,19,ADT1_1
2018,OR,Oregon,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,80.7,82.5,78.9,2033,"$50,000+",41,"(44.567449424, -120.155031326)",2,Income,5INCOME,19,ADT1_1
2018,CA,California,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,49.9,53.2,46.6,737,"Less than $15,000",6,"(37.638640123, -120.999999538)",2,Income,1INCOME,15,ADT1_1
2018,VT,Vermont,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,82.6,84.6,80.6,2399,"$50,000+",50,"(43.625381239, -72.517640791)",2,Income,5INCOME,19,ADT1_1
2018,KY,Kentucky,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,46,50.9,41.1,530,"$15,000-$24,999",21,"(37.645970271, -84.774971048)",2,Income,2INCOME,16,ADT1_1
2018,OK,Oklahoma,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.9,67.7,58.1,445,"$35,000-$49,999",40,"(35.472031356, -97.521070214)",2,Income,4INCOME,18,ADT1_1
2018,NJ,New Jersey,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,48.3,60.6,36,79,"Less than $15,000",34,"(40.130570048, -74.273691288)",2,Income,1INCOME,15,ADT1_1
2018,KY,Kentucky,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,56.4,62.5,50.3,452,"$25,000-$34,999",21,"(37.645970271, -84.774971048)",2,Income,3INCOME,17,ADT1_1
2018,GA,Georgia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,39.6,43.9,35.3,311,"Less than $15,000",13,"(32.839681093, -83.627580346)",2,Income,1INCOME,15,ADT1_1
2018,TN,Tennessee,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,42.1,47.1,37.1,329,"$15,000-$24,999",47,"(35.68094058, -85.774490914)",2,Income,2INCOME,16,ADT1_1
2018,NC,North Carolina,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,52.8,59,46.6,238,"$25,000-$34,999",37,"(35.466220975, -79.159250463)",2,Income,3INCOME,17,ADT1_1
2018,GA,Georgia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.7,67.6,59.8,667,"$35,000-$49,999",13,"(32.839681093, -83.627580346)",2,Income,4INCOME,18,ADT1_1
2018,MT,Montana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58,63.2,52.8,414,"$15,000-$24,999",30,"(47.066528972, -109.424420645)",2,Income,2INCOME,16,ADT1_1
2018,MT,Montana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.6,64.8,52.4,300,"$25,000-$34,999",30,"(47.066528972, -109.424420645)",2,Income,3INCOME,17,ADT1_1
2018,MA,Massachusetts,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.3,67,55.6,315,"$15,000-$24,999",25,"(42.27687047, -72.082690675)",2,Income,2INCOME,16,ADT1_1
2018,VT,Vermont,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.5,66.4,54.6,374,"$25,000-$34,999",50,"(43.625381239, -72.517640791)",2,Income,3INCOME,17,ADT1_1
2018,NY,New York,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.8,70,63.6,2474,"$35,000-$49,999",36,"(42.827001032, -75.543970427)",2,Income,4INCOME,18,ADT1_1
2018,WY,Wyoming,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,79.1,81.4,76.8,1604,"$50,000+",56,"(43.235541343, -108.109830353)",2,Income,5INCOME,19,ADT1_1
2018,WY,Wyoming,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,40.2,48.5,31.9,90,"Less than $15,000",56,"(43.235541343, -108.109830353)",2,Income,1INCOME,15,ADT1_1
2018,WI,Wisconsin,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.1,73,61.2,350,"$25,000-$34,999",55,"(44.393191174, -89.816370742)",2,Income,3INCOME,17,ADT1_1
2018,WA,Washington,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,64.5,67.9,61.1,1050,"$35,000-$49,999",53,"(47.522278629, -120.47001079)",2,Income,4INCOME,18,ADT1_1
2018,NJ,New Jersey,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72.2,81,63.4,202,"$35,000-$49,999",34,"(40.130570048, -74.273691288)",2,Income,4INCOME,18,ADT1_1
2018,MO,Missouri,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,54.8,60.9,48.7,329,"$25,000-$34,999",29,"(38.635790776, -92.566300053)",2,Income,3INCOME,17,ADT1_1
2018,IN,Indiana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,52.3,57.3,47.3,405,"$25,000-$34,999",18,"(39.766910452, -86.149960194)",2,Income,3INCOME,17,ADT1_1
2018,AL,Alabama,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,35.3,40.6,30,215,"Less than $15,000",1,"(32.840571122, -86.631860762)",2,Income,1INCOME,15,ADT1_1
2018,MT,Montana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,47,53.6,40.4,193,"Less than $15,000",30,"(47.066528972, -109.424420645)",2,Income,1INCOME,15,ADT1_1
2018,UT,Utah,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,52.3,56.3,48.3,520,"$15,000-$24,999",49,"(39.360700171, -111.587130635)",2,Income,2INCOME,16,ADT1_1
2018,CT,Connecticut,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.3,69.2,57.4,249,"Less than $15,000",9,"(41.56266102, -72.649840952)",2,Income,1INCOME,15,ADT1_1
2018,NE,Nebraska,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,55.8,59.9,51.7,895,"$25,000-$34,999",31,"(41.641040988001, -99.365720623)",2,Income,3INCOME,17,ADT1_1
2018,PA,Pennsylvania,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.6,67.1,56.1,290,"$25,000-$34,999",42,"(40.793730152, -77.860700294)",2,Income,3INCOME,17,ADT1_1
2018,AL,Alabama,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,54.5,60,49,323,"$25,000-$34,999",1,"(32.840571122, -86.631860762)",2,Income,3INCOME,17,ADT1_1
2018,OH,Ohio,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,78.4,80.2,76.6,3855,"$50,000+",39,"(40.060210141, -82.404260056)",2,Income,5INCOME,19,ADT1_1
2018,PA,Pennsylvania,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,51.4,56,46.8,383,"$15,000-$24,999",42,"(40.793730152, -77.860700294)",2,Income,2INCOME,16,ADT1_1
2018,NM,New Mexico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,56.9,60.7,53.1,657,"$15,000-$24,999",35,"(34.520880952, -106.240580985)",2,Income,2INCOME,16,ADT1_1
2018,ID,Idaho,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,46.7,55.1,38.3,117,"Less than $15,000",16,"(43.682630005, -116.363730042)",2,Income,1INCOME,15,ADT1_1
2018,SC,South Carolina,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,77.8,79.7,75.9,3062,"$50,000+",45,"(33.998821303, -81.045371207)",2,Income,5INCOME,19,ADT1_1
2018,CT,Connecticut,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,85.1,86.5,83.7,4723,"$50,000+",9,"(41.56266102, -72.649840952)",2,Income,5INCOME,19,ADT1_1
2018,TX,Texas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,48.8,56,41.6,459,"$25,000-$34,999",48,"(31.827240407, -99.426770206)",2,Income,3INCOME,17,ADT1_1
2018,TX,Texas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,48.7,54.2,43.2,690,"$15,000-$24,999",48,"(31.827240407, -99.426770206)",2,Income,2INCOME,16,ADT1_1
2018,KS,Kansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,47.5,51.2,43.8,609,"$15,000-$24,999",20,"(38.3477403, -98.200781227)",2,Income,2INCOME,16,ADT1_1
2018,PR,Puerto Rico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72.9,78.2,67.6,335,"$25,000-$34,999",72,"(18.220833, -66.590149)",2,Income,3INCOME,17,ADT1_1
2018,DC,District Columbia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,57.6,64.3,50.9,208,"Less than $15,000",11,"(38.890371385, -77.031961127)",2,Income,1INCOME,15,ADT1_1
2018,HI,Hawaii,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,74.6,78.5,70.7,669,"$35,000-$49,999",15,"(21.304850435, -157.857749403)",2,Income,4INCOME,18,ADT1_1
2018,MO,Missouri,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,43.9,48.9,38.9,350,"$15,000-$24,999",29,"(38.635790776, -92.566300053)",2,Income,2INCOME,16,ADT1_1
2018,IL,Illinois,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,77.5,79.5,75.5,1974,"$50,000+",17,"(40.485010283, -88.997710178)",2,Income,5INCOME,19,ADT1_1
2018,NJ,New Jersey,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,51.1,59.5,42.7,180,"$15,000-$24,999",34,"(40.130570048, -74.273691288)",2,Income,2INCOME,16,ADT1_1
2018,AL,Alabama,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.2,71.7,62.7,496,"$35,000-$49,999",1,"(32.840571122, -86.631860762)",2,Income,4INCOME,18,ADT1_1
2018,CA,California,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,52.6,56,49.2,677,"$15,000-$24,999",6,"(37.638640123, -120.999999538)",2,Income,2INCOME,16,ADT1_1
2018,CO,Colorado,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,76.7,78.3,75.1,3472,"$50,000+",8,"(38.843840757, -106.133610921)",2,Income,5INCOME,19,ADT1_1
2018,AK,Alaska,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.3,69.1,53.5,149,"$15,000-$24,999",2,"(64.845079957001, -147.722059036)",2,Income,2INCOME,16,ADT1_1
2018,MN,Minnesota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.3,63.1,57.5,1116,"$15,000-$24,999",27,"(46.355648736, -94.794200503)",2,Income,2INCOME,16,ADT1_1
2018,CT,Connecticut,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.8,73.9,63.7,499,"$25,000-$34,999",9,"(41.56266102, -72.649840952)",2,Income,3INCOME,17,ADT1_1
2018,ID,Idaho,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,53.3,60.5,46.1,224,"$25,000-$34,999",16,"(43.682630005, -116.363730042)",2,Income,3INCOME,17,ADT1_1
2018,TX,Texas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61,67.4,54.6,679,"$35,000-$49,999",48,"(31.827240407, -99.426770206)",2,Income,4INCOME,18,ADT1_1
2018,ND,North Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,46.2,52.4,40,300,"$15,000-$24,999",38,"(47.475319779, -100.118421049)",2,Income,2INCOME,16,ADT1_1
2018,SD,South Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,52.6,61.7,43.5,275,"Less than $15,000",46,"(44.353130053, -100.373530637)",2,Income,1INCOME,15,ADT1_1
2018,MI,Michigan,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,50.2,55,45.4,373,"Less than $15,000",26,"(44.661319543001, -84.71439027)",2,Income,1INCOME,15,ADT1_1
2018,NC,North Carolina,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.1,63.3,52.9,346,"$35,000-$49,999",37,"(35.466220975, -79.159250463)",2,Income,4INCOME,18,ADT1_1
2018,MN,Minnesota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,82.1,83.1,81.1,7084,"$50,000+",27,"(46.355648736, -94.794200503)",2,Income,5INCOME,19,ADT1_1
2018,ND,North Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,46.8,55.1,38.5,131,"Less than $15,000",38,"(47.475319779, -100.118421049)",2,Income,1INCOME,15,ADT1_1
2018,US,United States,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,46.8,48,45.6,15122,"Less than $15,000",US,,2,Income,1INCOME,15,ADT1_1
2018,NV,Nevada,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.6,70.8,56.4,235,"$35,000-$49,999",32,"(39.49324039, -117.071840564)",2,Income,4INCOME,18,ADT1_1
2018,CA,California,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.7,65.9,57.5,573,"$25,000-$34,999",6,"(37.638640123, -120.999999538)",2,Income,3INCOME,17,ADT1_1
2018,AZ,Arizona,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,53.4,59.4,47.4,435,"$25,000-$34,999",4,"(34.86597028, -111.763811277)",2,Income,3INCOME,17,ADT1_1
2018,SC,South Carolina,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.1,66,58.2,858,"$35,000-$49,999",45,"(33.998821303, -81.045371207)",2,Income,4INCOME,18,ADT1_1
2018,NM,New Mexico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,48.5,53.2,43.8,409,"Less than $15,000",35,"(34.520880952, -106.240580985)",2,Income,1INCOME,15,ADT1_1
2018,GA,Georgia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,77.4,79.1,75.7,2808,"$50,000+",13,"(32.839681093, -83.627580346)",2,Income,5INCOME,19,ADT1_1
2018,HI,Hawaii,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.5,72.4,62.6,450,"$25,000-$34,999",15,"(21.304850435, -157.857749403)",2,Income,3INCOME,17,ADT1_1
2018,CA,California,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.7,65.8,57.6,710,"$35,000-$49,999",6,"(37.638640123, -120.999999538)",2,Income,4INCOME,18,ADT1_1
2018,OH,Ohio,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,54.6,59.6,49.6,499,"Less than $15,000",39,"(40.060210141, -82.404260056)",2,Income,1INCOME,15,ADT1_1
2018,NJ,New Jersey,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,74.4,83.2,65.6,136,"$25,000-$34,999",34,"(40.130570048, -74.273691288)",2,Income,3INCOME,17,ADT1_1
2018,MS,Mississippi,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,50.3,55.7,44.9,299,"$25,000-$34,999",28,"(32.745510099, -89.538030825)",2,Income,3INCOME,17,ADT1_1
2018,FL,Florida,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,47.4,53.5,41.3,530,"Less than $15,000",12,"(28.932040377, -81.928960539)",2,Income,1INCOME,15,ADT1_1
2018,TN,Tennessee,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.8,67.1,56.5,382,"$35,000-$49,999",47,"(35.68094058, -85.774490914)",2,Income,4INCOME,18,ADT1_1
2018,GU,Guam,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,57.3,65.8,48.8,144,"$15,000-$24,999",66,"(13.444304, 164.793731)",2,Income,2INCOME,16,ADT1_1
