Year,LocationAbbr,LocationDesc,Category,Indicator,Response,Datasource,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,High_Confidence_Interval,Low_Confidence_Interval,SampleSize,Break_Out,LocationID,GeoLocation,SortUSFirst,Break_Out_Category,Break_Out_ID,SortBreakOutID,IndicatorID
2018,DC,District Columbia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69.9,,,72.6,67.2,1403,Male,11,"(38.890371385, -77.031961127)",2,Gender,2GEN,3,ADT1_1
2018,MO,Missouri,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,64.5,,,66.9,62.1,2255,Female,29,"(38.635790776, -92.566300053)",2,Gender,1GEN,2,ADT1_1
2018,MA,Massachusetts,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,76.1,,,78.1,74.1,2763,Female,25,"(42.27687047, -72.082690675)",2,Gender,1GEN,2,ADT1_1
2018,KY,Kentucky,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,64.8,,,67.1,62.5,3090,Female,21,"(37.645970271, -84.774971048)",2,Gender,1GEN,2,ADT1_1
2018,GU,Guam,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.7,,,65.6,55.8,591,Female,66,"(13.444304, 164.793731)",2,Gender,1GEN,2,ADT1_1
2018,IL,Illinois,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.3,,,67.6,63,1658,Male,17,"(40.485010283, -88.997710178)",2,Gender,2GEN,3,ADT1_1
2018,ND,North Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72,,,74.6,69.4,2176,Female,38,"(47.475319779, -100.118421049)",2,Gender,1GEN,2,ADT1_1
2018,IN,Indiana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.9,,,69.8,66,2955,Female,18,"(39.766910452, -86.149960194)",2,Gender,1GEN,2,ADT1_1
2018,UT,Utah,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,74.8,,,76.3,73.3,3976,Female,49,"(39.360700171, -111.587130635)",2,Gender,1GEN,2,ADT1_1
2018,RI,Rhode Island,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70,,,72.7,67.3,1783,Male,44,"(41.708280193, -71.522470314)",2,Gender,2GEN,3,ADT1_1
2018,TX,Texas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.1,,,64.7,59.5,3906,Female,48,"(31.827240407, -99.426770206)",2,Gender,1GEN,2,ADT1_1
2018,DE,Delaware,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.8,,,71.2,66.4,1977,Female,10,"(39.008830667, -75.577741168)",2,Gender,1GEN,2,ADT1_1
2018,NC,North Carolina,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.4,,,66,60.8,1392,Male,37,"(35.466220975, -79.159250463)",2,Gender,2GEN,3,ADT1_1
2018,UT,Utah,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69.3,,,70.9,67.7,3654,Male,49,"(39.360700171, -111.587130635)",2,Gender,2GEN,3,ADT1_1
2018,MI,Michigan,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,73.2,,,74.8,71.6,4120,Female,26,"(44.661319543001, -84.71439027)",2,Gender,1GEN,2,ADT1_1
2018,NE,Nebraska,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.8,,,73.3,70.3,5722,Female,31,"(41.641040988001, -99.365720623)",2,Gender,1GEN,2,ADT1_1
2018,MS,Mississippi,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,51.9,,,54.6,49.2,1175,Male,28,"(32.745510099, -89.538030825)",2,Gender,2GEN,3,ADT1_1
2018,AL,Alabama,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.6,,,61.1,56.1,1604,Male,1,"(32.840571122, -86.631860762)",2,Gender,2GEN,3,ADT1_1
2018,NE,Nebraska,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.6,,,65.4,61.8,4178,Male,31,"(41.641040988001, -99.365720623)",2,Gender,2GEN,3,ADT1_1
2018,CO,Colorado,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.7,,,73.3,70.1,3373,Female,8,"(38.843840757, -106.133610921)",2,Gender,1GEN,2,ADT1_1
2018,OR,Oregon,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.5,,,72.6,68.4,2254,Female,41,"(44.567449424, -120.155031326)",2,Gender,1GEN,2,ADT1_1
2018,WA,Washington,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.7,,,68.3,65.1,4111,Male,53,"(47.522278629, -120.47001079)",2,Gender,2GEN,3,ADT1_1
2018,MS,Mississippi,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,56.1,,,58.3,53.9,1896,Female,28,"(32.745510099, -89.538030825)",2,Gender,1GEN,2,ADT1_1
2018,NM,New Mexico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.9,,,64.3,59.5,1929,Male,35,"(34.520880952, -106.240580985)",2,Gender,2GEN,3,ADT1_1
2018,US,United States,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.8,,,64.2,63.4,128238,Male,US,,2,Gender,2GEN,3,ADT1_1
2018,WI,Wisconsin,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.4,,,69,63.8,1601,Male,55,"(44.393191174, -89.816370742)",2,Gender,2GEN,3,ADT1_1
2018,NV,Nevada,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.1,,,66.6,59.6,1108,Female,32,"(39.49324039, -117.071840564)",2,Gender,1GEN,2,ADT1_1
2018,CT,Connecticut,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,75.6,,,77.4,73.8,3594,Male,9,"(41.56266102, -72.649840952)",2,Gender,2GEN,3,ADT1_1
2018,IN,Indiana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.7,,,62.9,58.5,1993,Male,18,"(39.766910452, -86.149960194)",2,Gender,2GEN,3,ADT1_1
2018,NJ,New Jersey,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,75.5,,,79.1,71.9,1194,Female,34,"(40.130570048, -74.273691288)",2,Gender,1GEN,2,ADT1_1
2018,IL,Illinois,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.8,,,72.9,68.7,1951,Female,17,"(40.485010283, -88.997710178)",2,Gender,1GEN,2,ADT1_1
2018,OK,Oklahoma,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,57.8,,,60.5,55.1,1318,Male,40,"(35.472031356, -97.521070214)",2,Gender,2GEN,3,ADT1_1
2018,PR,Puerto Rico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.5,,,69.2,63.8,1220,Male,72,"(18.220833, -66.590149)",2,Gender,2GEN,3,ADT1_1
2018,GA,Georgia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.3,,,62.2,58.4,2520,Male,13,"(32.839681093, -83.627580346)",2,Gender,2GEN,3,ADT1_1
2018,NY,New York,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.2,,,67.5,64.9,10671,Male,36,"(42.827001032, -75.543970427)",2,Gender,2GEN,3,ADT1_1
2018,GU,Guam,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,55.8,,,60.9,50.7,438,Male,66,"(13.444304, 164.793731)",2,Gender,2GEN,3,ADT1_1
2018,LA,Louisiana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,53.6,,,56.5,50.7,1240,Male,22,"(31.312660644, -92.445680071)",2,Gender,2GEN,3,ADT1_1
2018,WI,Wisconsin,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,75.9,,,78.2,73.6,2021,Female,55,"(44.393191174, -89.816370742)",2,Gender,1GEN,2,ADT1_1
2018,TX,Texas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,59.3,,,62.1,56.5,2955,Male,48,"(31.827240407, -99.426770206)",2,Gender,2GEN,3,ADT1_1
2018,ND,North Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.5,,,65.9,61.1,1766,Male,38,"(47.475319779, -100.118421049)",2,Gender,2GEN,3,ADT1_1
2018,ID,Idaho,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,64.5,,,67.5,61.5,1179,Male,16,"(43.682630005, -116.363730042)",2,Gender,2GEN,3,ADT1_1
2018,IA,Iowa,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.9,,,68.5,65.3,2929,Male,19,"(42.469400913, -93.816490556)",2,Gender,2GEN,3,ADT1_1
2018,KS,Kansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,64.9,,,66.6,63.2,3288,Male,20,"(38.3477403, -98.200781227)",2,Gender,2GEN,3,ADT1_1
2018,SC,South Carolina,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.9,,,65.6,62.2,4246,Female,45,"(33.998821303, -81.045371207)",2,Gender,1GEN,2,ADT1_1
2018,AR,Arkansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,53.7,,,56.9,50.5,1136,Male,5,"(34.748650124, -92.274490743)",2,Gender,2GEN,3,ADT1_1
2018,NC,North Carolina,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.3,,,69.7,64.9,1714,Female,37,"(35.466220975, -79.159250463)",2,Gender,1GEN,2,ADT1_1
2018,MN,Minnesota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.7,,,71.9,69.5,5903,Male,27,"(46.355648736, -94.794200503)",2,Gender,2GEN,3,ADT1_1
2018,LA,Louisiana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.3,,,64.8,59.8,1760,Female,22,"(31.312660644, -92.445680071)",2,Gender,1GEN,2,ADT1_1
2018,RI,Rhode Island,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,74.4,,,76.7,72.1,2354,Female,44,"(41.708280193, -71.522470314)",2,Gender,1GEN,2,ADT1_1
2018,MT,Montana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.3,,,64.9,59.7,1500,Male,30,"(47.066528972, -109.424420645)",2,Gender,2GEN,3,ADT1_1
2018,AZ,Arizona,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.9,,,66.4,61.4,2855,Female,4,"(34.86597028, -111.763811277)",2,Gender,1GEN,2,ADT1_1
2018,US,United States,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69.1,,,69.5,68.7,167152,Female,US,,2,Gender,1GEN,2,ADT1_1
2018,ME,Maine,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.9,,,65.2,60.6,2880,Male,23,"(45.254228894001, -68.985031336)",2,Gender,2GEN,3,ADT1_1
2018,ID,Idaho,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.1,,,70.1,64.1,1285,Female,16,"(43.682630005, -116.363730042)",2,Gender,1GEN,2,ADT1_1
2018,WY,Wyoming,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63,,,65.6,60.4,1305,Male,56,"(43.235541343, -108.109830353)",2,Gender,2GEN,3,ADT1_1
2018,SD,South Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.3,,,66.3,60.3,2046,Male,46,"(44.353130053, -100.373530637)",2,Gender,2GEN,3,ADT1_1
2018,TN,Tennessee,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.2,,,62.8,57.6,1679,Female,47,"(35.68094058, -85.774490914)",2,Gender,1GEN,2,ADT1_1
2018,MD,Maryland,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.3,,,67,63.6,5107,Male,24,"(39.290580964, -76.609260111)",2,Gender,2GEN,3,ADT1_1
2018,AK,Alaska,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.8,,,70.3,63.3,887,Male,2,"(64.845079957001, -147.722059036)",2,Gender,2GEN,3,ADT1_1
2018,AL,Alabama,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.9,,,65,60.8,2468,Female,1,"(32.840571122, -86.631860762)",2,Gender,1GEN,2,ADT1_1
2018,KS,Kansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.9,,,72.5,69.3,4201,Female,20,"(38.3477403, -98.200781227)",2,Gender,1GEN,2,ADT1_1
2018,MO,Missouri,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.1,,,64.6,59.6,1604,Male,29,"(38.635790776, -92.566300053)",2,Gender,2GEN,3,ADT1_1
2018,DC,District Columbia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,77.2,,,79.5,74.9,1823,Female,11,"(38.890371385, -77.031961127)",2,Gender,1GEN,2,ADT1_1
2018,VA,Virginia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.6,,,70.5,66.7,3198,Male,51,"(37.542680674, -78.457890463)",2,Gender,2GEN,3,ADT1_1
2018,NM,New Mexico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.1,,,70.3,65.9,2467,Female,35,"(34.520880952, -106.240580985)",2,Gender,1GEN,2,ADT1_1
2018,AZ,Arizona,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.4,,,63,57.8,2241,Male,4,"(34.86597028, -111.763811277)",2,Gender,2GEN,3,ADT1_1
2018,ME,Maine,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.7,,,69.7,65.7,4329,Female,23,"(45.254228894001, -68.985031336)",2,Gender,1GEN,2,ADT1_1
2018,CO,Colorado,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.4,,,65.1,61.7,2851,Male,8,"(38.843840757, -106.133610921)",2,Gender,2GEN,3,ADT1_1
2018,GA,Georgia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,64.5,,,66.2,62.8,3371,Female,13,"(32.839681093, -83.627580346)",2,Gender,1GEN,2,ADT1_1
2018,MT,Montana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.5,,,72.9,68.1,1905,Female,30,"(47.066528972, -109.424420645)",2,Gender,1GEN,2,ADT1_1
2018,MD,Maryland,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.3,,,69.8,66.8,7223,Female,24,"(39.290580964, -76.609260111)",2,Gender,1GEN,2,ADT1_1
2018,NH,New Hampshire,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.2,,,68.9,63.5,1754,Male,33,"(43.655950113, -71.50036092)",2,Gender,2GEN,3,ADT1_1
2018,CA,California,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.4,,,72,68.8,4056,Female,6,"(37.638640123, -120.999999538)",2,Gender,1GEN,2,ADT1_1
2018,OK,Oklahoma,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.9,,,65.2,60.6,1957,Female,40,"(35.472031356, -97.521070214)",2,Gender,1GEN,2,ADT1_1
2018,TN,Tennessee,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,56.4,,,59.2,53.6,1321,Male,47,"(35.68094058, -85.774490914)",2,Gender,2GEN,3,ADT1_1
2018,CT,Connecticut,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,77.4,,,79,75.8,4765,Female,9,"(41.56266102, -72.649840952)",2,Gender,1GEN,2,ADT1_1
2018,FL,Florida,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.1,,,70.1,66.1,5325,Female,12,"(28.932040377, -81.928960539)",2,Gender,1GEN,2,ADT1_1
2018,HI,Hawaii,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,74.2,,,76,72.4,2796,Male,15,"(21.304850435, -157.857749403)",2,Gender,2GEN,3,ADT1_1
2018,MI,Michigan,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.7,,,70.4,67,3381,Male,26,"(44.661319543001, -84.71439027)",2,Gender,2GEN,3,ADT1_1
2018,SC,South Carolina,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,59.5,,,61.6,57.4,2658,Male,45,"(33.998821303, -81.045371207)",2,Gender,2GEN,3,ADT1_1
2018,WV,West Virginia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,53.6,,,56.2,51,1204,Male,54,"(38.665510202, -80.712640135)",2,Gender,2GEN,3,ADT1_1
2018,VT,Vermont,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,75.4,,,77.5,73.3,2738,Female,50,"(43.625381239, -72.517640791)",2,Gender,1GEN,2,ADT1_1
2018,NV,Nevada,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.2,,,69.6,62.8,970,Male,32,"(39.49324039, -117.071840564)",2,Gender,2GEN,3,ADT1_1
2018,PR,Puerto Rico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.8,,,73.8,69.8,2143,Female,72,"(18.220833, -66.590149)",2,Gender,1GEN,2,ADT1_1
2018,PA,Pennsylvania,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72.3,,,74.4,70.2,2284,Female,42,"(40.793730152, -77.860700294)",2,Gender,1GEN,2,ADT1_1
2018,KY,Kentucky,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.7,,,61.3,56.1,2110,Male,21,"(37.645970271, -84.774971048)",2,Gender,2GEN,3,ADT1_1
2018,OH,Ohio,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.4,,,64.4,60.4,3346,Male,39,"(40.060210141, -82.404260056)",2,Gender,2GEN,3,ADT1_1
2018,HI,Hawaii,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,76.5,,,78.4,74.6,3053,Female,15,"(21.304850435, -157.857749403)",2,Gender,1GEN,2,ADT1_1
2018,PA,Pennsylvania,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.5,,,68.8,64.2,2013,Male,42,"(40.793730152, -77.860700294)",2,Gender,2GEN,3,ADT1_1
2018,WY,Wyoming,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72.5,,,74.9,70.1,1816,Female,56,"(43.235541343, -108.109830353)",2,Gender,1GEN,2,ADT1_1
2018,AK,Alaska,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72,,,75.7,68.3,992,Female,2,"(64.845079957001, -147.722059036)",2,Gender,1GEN,2,ADT1_1
2018,CA,California,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,64.2,,,65.8,62.6,3879,Male,6,"(37.638640123, -120.999999538)",2,Gender,2GEN,3,ADT1_1
2018,WA,Washington,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.5,,,73,70,5122,Female,53,"(47.522278629, -120.47001079)",2,Gender,1GEN,2,ADT1_1
2018,WV,West Virginia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,57.1,,,59.4,54.8,1656,Female,54,"(38.665510202, -80.712640135)",2,Gender,1GEN,2,ADT1_1
2018,NY,New York,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,73.2,,,74.4,72,13387,Female,36,"(42.827001032, -75.543970427)",2,Gender,1GEN,2,ADT1_1
2018,OR,Oregon,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.7,,,67.8,63.6,1771,Male,41,"(44.567449424, -120.155031326)",2,Gender,2GEN,3,ADT1_1
2018,AR,Arkansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.4,,,61,55.8,2039,Female,5,"(34.748650124, -92.274490743)",2,Gender,1GEN,2,ADT1_1
2018,DE,Delaware,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,64,,,66.7,61.3,1457,Male,10,"(39.008830667, -75.577741168)",2,Gender,2GEN,3,ADT1_1
