Year,LocationAbbr,LocationDesc,Category,Indicator,Response,Datasource,Data_Value_Unit,Data_Value_Type,Data_Value,High_Confidence_Interval,Low_Confidence_Interval,SampleSize,Break_Out,LocationID,GeoLocation,SortUSFirst,Break_Out_Category,Break_Out_ID,SortBreakOutID,IndicatorID
2018,TX,Texas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.4,66.4,54.4,549,Black,48,"(31.827240407, -99.426770206)",2,Race,2RACE,11,ADT1_1
2018,PA,Pennsylvania,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.8,72.5,69.1,3434,White,42,"(40.793730152, -77.860700294)",2,Race,1RACE,10,ADT1_1
2018,MD,Maryland,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,73,74.3,71.7,9126,White,24,"(39.290580964, -76.609260111)",2,Race,1RACE,10,ADT1_1
2018,FL,Florida,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.9,69.5,66.3,7037,White,12,"(28.932040377, -81.928960539)",2,Race,1RACE,10,ADT1_1
2018,ID,Idaho,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.6,68.9,64.3,2181,White,16,"(43.682630005, -116.363730042)",2,Race,1RACE,10,ADT1_1
2018,MN,Minnesota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,64.5,72.4,56.6,125,MultiRacial,27,"(46.355648736, -94.794200503)",2,Race,5RACE,16,ADT1_1
2018,US,United States,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.3,63.3,59.3,5028,MultiRacial,US,,2,Race,5RACE,14,ADT1_1
2018,NY,New York,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,74,75,73,18857,White,36,"(42.827001032, -75.543970427)",2,Race,1RACE,10,ADT1_1
2018,UT,Utah,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,75.3,76.4,74.2,6722,White,49,"(39.360700171, -111.587130635)",2,Race,1RACE,10,ADT1_1
2018,TX,Texas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.6,67.9,63.3,4486,White,48,"(31.827240407, -99.426770206)",2,Race,1RACE,10,ADT1_1
2018,DE,Delaware,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.1,63.8,52.4,289,Hispanic,10,"(39.008830667, -75.577741168)",2,Race,3RACE,12,ADT1_1
2018,MT,Montana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,56.1,69.6,42.6,69,MultiRacial,30,"(47.066528972, -109.424420645)",2,Race,5RACE,16,ADT1_1
2018,ID,Idaho,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.8,69.3,54.3,162,Hispanic,16,"(43.682630005, -116.363730042)",2,Race,3RACE,12,ADT1_1
2018,ND,North Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.6,79,52.2,43,Hispanic,38,"(47.475319779, -100.118421049)",2,Race,3RACE,12,ADT1_1
2018,CA,California,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,74.7,76.2,73.2,4015,White,6,"(37.638640123, -120.999999538)",2,Race,1RACE,10,ADT1_1
2018,MT,Montana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.7,69.6,65.8,2869,White,30,"(47.066528972, -109.424420645)",2,Race,1RACE,10,ADT1_1
2018,CO,Colorado,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,56.8,59.8,53.8,773,Hispanic,8,"(38.843840757, -106.133610921)",2,Race,3RACE,12,ADT1_1
2018,MN,Minnesota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,75.8,76.7,74.9,11169,White,27,"(46.355648736, -94.794200503)",2,Race,1RACE,10,ADT1_1
2018,CT,Connecticut,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.2,81.2,59.2,90,MultiRacial,9,"(41.56266102, -72.649840952)",2,Race,5RACE,16,ADT1_1
2018,UT,Utah,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.7,71.6,45.8,58,MultiRacial,49,"(39.360700171, -111.587130635)",2,Race,5RACE,16,ADT1_1
2018,WY,Wyoming,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69.2,71.1,67.3,2813,White,56,"(43.235541343, -108.109830353)",2,Race,1RACE,10,ADT1_1
2018,SD,South Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,56.5,72.5,40.5,72,Hispanic,46,"(44.353130053, -100.373530637)",2,Race,3RACE,12,ADT1_1
2018,FL,Florida,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,59.9,71.5,48.3,122,MultiRacial,12,"(28.932040377, -81.928960539)",2,Race,5RACE,16,ADT1_1
2018,NJ,New Jersey,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,64.2,72,56.4,220,Black,34,"(40.130570048, -74.273691288)",2,Race,2RACE,11,ADT1_1
2018,KS,Kansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,56.7,66.3,47.1,89,MultiRacial,20,"(38.3477403, -98.200781227)",2,Race,5RACE,16,ADT1_1
2018,UT,Utah,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,55.8,59.6,52,518,Hispanic,49,"(39.360700171, -111.587130635)",2,Race,3RACE,12,ADT1_1
2018,MO,Missouri,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,55.1,70.2,40,46,MultiRacial,29,"(38.635790776, -92.566300053)",2,Race,5RACE,16,ADT1_1
2018,OR,Oregon,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69.2,70.9,67.5,3320,White,41,"(44.567449424, -120.155031326)",2,Race,1RACE,10,ADT1_1
2018,DC,District Columbia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,83.2,85.7,80.7,1583,White,11,"(38.890371385, -77.031961127)",2,Race,1RACE,10,ADT1_1
2018,LA,Louisiana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.8,63,58.6,2068,White,22,"(31.312660644, -92.445680071)",2,Race,1RACE,10,ADT1_1
2018,OK,Oklahoma,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,56.5,63.6,49.4,161,Black,40,"(35.472031356, -97.521070214)",2,Race,2RACE,11,ADT1_1
2018,NV,Nevada,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.4,63.7,53.1,324,Hispanic,32,"(39.49324039, -117.071840564)",2,Race,3RACE,12,ADT1_1
2018,NH,New Hampshire,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.2,72,68.4,3855,White,33,"(43.655950113, -71.50036092)",2,Race,1RACE,10,ADT1_1
2018,AZ,Arizona,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,55.4,59.6,51.2,643,Hispanic,4,"(34.86597028, -111.763811277)",2,Race,3RACE,12,ADT1_1
2018,IA,Iowa,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.5,71.5,51.5,72,MultiRacial,19,"(42.469400913, -93.816490556)",2,Race,5RACE,16,ADT1_1
2018,GA,Georgia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.9,67.5,64.3,3701,White,13,"(32.839681093, -83.627580346)",2,Race,1RACE,10,ADT1_1
2018,AL,Alabama,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.2,65.1,61.3,2924,White,1,"(32.840571122, -86.631860762)",2,Race,1RACE,10,ADT1_1
2018,VT,Vermont,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,,0,0,21,Black,50,"(43.625381239, -72.517640791)",2,Race,2RACE,11,ADT1_1
2018,TN,Tennessee,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,37.5,48.9,26.1,47,MultiRacial,47,"(35.68094058, -85.774490914)",2,Race,5RACE,16,ADT1_1
2018,TN,Tennessee,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.2,62.3,58.1,2498,White,47,"(35.68094058, -85.774490914)",2,Race,1RACE,10,ADT1_1
2018,WA,Washington,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.6,65.8,51.4,188,MultiRacial,53,"(47.522278629, -120.47001079)",2,Race,5RACE,16,ADT1_1
2018,NH,New Hampshire,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,,0,0,21,Black,33,"(43.655950113, -71.50036092)",2,Race,2RACE,11,ADT1_1
2018,MS,Mississippi,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,51.5,54.4,48.6,1057,Black,28,"(32.745510099, -89.538030825)",2,Race,2RACE,11,ADT1_1
2018,NH,New Hampshire,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.3,79.4,45.2,38,MultiRacial,33,"(43.655950113, -71.50036092)",2,Race,5RACE,16,ADT1_1
2018,MS,Mississippi,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,56.1,58.3,53.9,1897,White,28,"(32.745510099, -89.538030825)",2,Race,1RACE,10,ADT1_1
2018,MA,Massachusetts,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.8,74.9,62.7,209,Black,25,"(42.27687047, -72.082690675)",2,Race,2RACE,11,ADT1_1
2018,VT,Vermont,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,77.2,89.7,64.7,53,Hispanic,50,"(43.625381239, -72.517640791)",2,Race,3RACE,12,ADT1_1
2018,NY,New York,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.5,66.2,60.8,1502,Black,36,"(42.827001032, -75.543970427)",2,Race,2RACE,11,ADT1_1
2018,NE,Nebraska,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,57.5,61.8,53.2,572,Hispanic,31,"(41.641040988001, -99.365720623)",2,Race,3RACE,12,ADT1_1
2018,NC,North Carolina,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69.3,71.4,67.2,2198,White,37,"(35.466220975, -79.159250463)",2,Race,1RACE,10,ADT1_1
2018,CO,Colorado,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,57.4,68.2,46.6,73,MultiRacial,8,"(38.843840757, -106.133610921)",2,Race,5RACE,16,ADT1_1
2018,ND,North Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,41.4,55.1,27.7,32,Black,38,"(47.475319779, -100.118421049)",2,Race,2RACE,11,ADT1_1
2018,MT,Montana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,,0,0,15,Black,30,"(47.066528972, -109.424420645)",2,Race,2RACE,11,ADT1_1
2018,NM,New Mexico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,73.4,85.6,61.2,51,Black,35,"(34.520880952, -106.240580985)",2,Race,2RACE,11,ADT1_1
2018,LA,Louisiana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,53.5,67.4,39.6,43,MultiRacial,22,"(31.312660644, -92.445680071)",2,Race,5RACE,16,ADT1_1
2018,IA,Iowa,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.3,70.9,53.7,99,Black,19,"(42.469400913, -93.816490556)",2,Race,2RACE,11,ADT1_1
2018,MS,Mississippi,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,,0,0,20,Hispanic,28,"(32.745510099, -89.538030825)",2,Race,3RACE,12,ADT1_1
2018,NM,New Mexico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.3,64.1,58.5,1330,Hispanic,35,"(34.520880952, -106.240580985)",2,Race,3RACE,12,ADT1_1
2018,AK,Alaska,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.8,81.8,49.8,67,MultiRacial,2,"(64.845079957001, -147.722059036)",2,Race,5RACE,16,ADT1_1
2018,AR,Arkansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,41.9,53.8,30,43,Hispanic,5,"(34.748650124, -92.274490743)",2,Race,3RACE,12,ADT1_1
2018,HI,Hawaii,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.9,84.5,59.3,56,Black,15,"(21.304850435, -157.857749403)",2,Race,2RACE,11,ADT1_1
2018,WY,Wyoming,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58,65.2,50.8,150,Hispanic,56,"(43.235541343, -108.109830353)",2,Race,3RACE,12,ADT1_1
2018,WV,West Virginia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,56.1,57.9,54.3,2676,White,54,"(38.665510202, -80.712640135)",2,Race,1RACE,10,ADT1_1
2018,KS,Kansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.7,73.4,64,358,Hispanic,20,"(38.3477403, -98.200781227)",2,Race,3RACE,12,ADT1_1
2018,SD,South Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.2,72.4,68,4008,White,46,"(44.353130053, -100.373530637)",2,Race,1RACE,10,ADT1_1
2018,MI,Michigan,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.7,69.4,62,624,Black,26,"(44.661319543001, -84.71439027)",2,Race,2RACE,11,ADT1_1
2018,ID,Idaho,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,,0,0,17,MultiRacial,16,"(43.682630005, -116.363730042)",2,Race,5RACE,16,ADT1_1
2018,SD,South Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,54.6,74.1,35.1,80,MultiRacial,46,"(44.353130053, -100.373530637)",2,Race,5RACE,16,ADT1_1
2018,IN,Indiana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,49,60.1,37.9,55,MultiRacial,18,"(39.766910452, -86.149960194)",2,Race,5RACE,16,ADT1_1
2018,AR,Arkansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,40.7,54.1,27.3,53,MultiRacial,5,"(34.748650124, -92.274490743)",2,Race,5RACE,16,ADT1_1
2018,MD,Maryland,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.4,63.3,53.5,392,Hispanic,24,"(39.290580964, -76.609260111)",2,Race,3RACE,12,ADT1_1
2018,AL,Alabama,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,57.2,71.6,42.8,53,MultiRacial,1,"(32.840571122, -86.631860762)",2,Race,5RACE,16,ADT1_1
2018,NE,Nebraska,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,54,61.9,46.1,136,Black,31,"(41.641040988001, -99.365720623)",2,Race,2RACE,11,ADT1_1
2018,GU,Guam,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,45.9,57.4,34.4,76,MultiRacial,66,"(13.444304, 164.793731)",2,Race,5RACE,16,ADT1_1
2018,VT,Vermont,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.2,70.1,46.3,69,MultiRacial,50,"(43.625381239, -72.517640791)",2,Race,5RACE,16,ADT1_1
2018,FL,Florida,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.1,67.2,59,912,Hispanic,12,"(28.932040377, -81.928960539)",2,Race,3RACE,12,ADT1_1
2018,DE,Delaware,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.3,63.2,53.4,405,Black,10,"(39.008830667, -75.577741168)",2,Race,2RACE,11,ADT1_1
2018,ME,Maine,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,,0,0,34,Black,23,"(45.254228894001, -68.985031336)",2,Race,2RACE,11,ADT1_1
2018,NC,North Carolina,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,52.7,58.9,46.5,211,Hispanic,37,"(35.466220975, -79.159250463)",2,Race,3RACE,12,ADT1_1
2018,CT,Connecticut,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,79.5,80.8,78.2,6746,White,9,"(41.56266102, -72.649840952)",2,Race,1RACE,10,ADT1_1
2018,PA,Pennsylvania,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69,76,62,192,Hispanic,42,"(40.793730152, -77.860700294)",2,Race,3RACE,12,ADT1_1
2018,WY,Wyoming,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,46.2,63.1,29.3,27,MultiRacial,56,"(43.235541343, -108.109830353)",2,Race,5RACE,16,ADT1_1
2018,WA,Washington,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,64.5,72.1,56.9,145,Black,53,"(47.522278629, -120.47001079)",2,Race,2RACE,11,ADT1_1
2018,GU,Guam,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,,0,0,17,Black,66,"(13.444304, 164.793731)",2,Race,2RACE,11,ADT1_1
2018,NH,New Hampshire,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,57.6,74.1,41.1,44,Hispanic,33,"(43.655950113, -71.50036092)",2,Race,3RACE,12,ADT1_1
2018,VA,Virginia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,74.1,75.5,72.7,5459,White,51,"(37.542680674, -78.457890463)",2,Race,1RACE,10,ADT1_1
2018,MS,Mississippi,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,,0,0,19,MultiRacial,28,"(32.745510099, -89.538030825)",2,Race,5RACE,16,ADT1_1
2018,OH,Ohio,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.1,69.4,66.8,7500,White,39,"(40.060210141, -82.404260056)",2,Race,1RACE,10,ADT1_1
2018,IN,Indiana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.8,68,53.6,152,Hispanic,18,"(39.766910452, -86.149960194)",2,Race,3RACE,12,ADT1_1
2018,CA,California,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61,66.1,55.9,361,Black,6,"(37.638640123, -120.999999538)",2,Race,2RACE,11,ADT1_1
2018,NE,Nebraska,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.3,71.5,69.1,8894,White,31,"(41.641040988001, -99.365720623)",2,Race,1RACE,10,ADT1_1
2018,OR,Oregon,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69.4,83.5,55.3,45,Black,41,"(44.567449424, -120.155031326)",2,Race,2RACE,11,ADT1_1
2018,ID,Idaho,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,,0,0,11,Black,16,"(43.682630005, -116.363730042)",2,Race,2RACE,11,ADT1_1
2018,OK,Oklahoma,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.3,63.3,59.3,2507,White,40,"(35.472031356, -97.521070214)",2,Race,1RACE,10,ADT1_1
2018,WV,West Virginia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,,0,0,34,Hispanic,54,"(38.665510202, -80.712640135)",2,Race,3RACE,12,ADT1_1
2018,OR,Oregon,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.2,65.1,55.3,292,Hispanic,41,"(44.567449424, -120.155031326)",2,Race,3RACE,12,ADT1_1
2018,RI,Rhode Island,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,76.9,88.8,65,59,MultiRacial,44,"(41.708280193, -71.522470314)",2,Race,5RACE,16,ADT1_1
2018,WI,Wisconsin,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,73.6,75.3,71.9,3150,White,55,"(44.393191174, -89.816370742)",2,Race,1RACE,10,ADT1_1
2018,VT,Vermont,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,73.1,74.7,71.5,4467,White,50,"(43.625381239, -72.517640791)",2,Race,1RACE,10,ADT1_1
2018,GA,Georgia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,49.3,53.2,45.4,416,Hispanic,13,"(32.839681093, -83.627580346)",2,Race,3RACE,12,ADT1_1
2018,DE,Delaware,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,49.2,64.8,33.6,42,MultiRacial,10,"(39.008830667, -75.577741168)",2,Race,5RACE,16,ADT1_1
2018,WY,Wyoming,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,,0,0,9,Black,56,"(43.235541343, -108.109830353)",2,Race,2RACE,11,ADT1_1
2018,MI,Michigan,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72.9,74.2,71.6,6175,White,26,"(44.661319543001, -84.71439027)",2,Race,1RACE,10,ADT1_1
2018,OK,Oklahoma,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,53.7,60.4,47,158,Hispanic,40,"(35.472031356, -97.521070214)",2,Race,3RACE,12,ADT1_1
2018,MA,Massachusetts,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,76.4,78,74.8,4052,White,25,"(42.27687047, -72.082690675)",2,Race,1RACE,10,ADT1_1
